id,title,text,text_norm
189,experimental investigation of base pressure on blunt-trailing-edge wings of supersonic velocities .,"experimental investigation of base pressure on blunt-trailing-edge wings of supersonic velocities . measurements of base pressure are presented for 29 blunt-trailing-edge wings having an aspect ratio of 3.0 and various airfoil profiles . the different profiles comprised thickness ratios between 0.05 and 0.10, boattail angles between --2.9 and 20, and ratios of trailing-edge thickness to airfoil thickness between 0.2 and 1.0 . the tests were conducted at mach numbers of 1.25, 1.5, 2.0, and 3.1 . for each mach number, the reynolds number and angle of attack were varied . the lowest reynolds number investigated was 0.2 x 10 and the highest was 3.5 x 10 . measurements on each wing were obtained separately with turbulent flow and laminar flow in the boundary layer . span-wise surveys of the base pressure were conducted on several wings . the results with turbulent boundary-layer flow showed only small effects on base pressure of variations in reynolds number, airfoil profile shape, boattail angle, and angle of attack . the principal variable affecting the base pressure for turbulent flow was the mach number . at the highest mach number investigated (3.1), the ratio of boundary-layer thickness to trailing-edge thickness also affected the base pressure significantly . the results obtained with laminar boundary-layer flow to the trailing edge showed that the effect of reynolds number on base pressure was large . in all but a few exceptional cases the effects on base pressure of variations in angle of attack and in profile shape upstream of the base were appreciable though not large . the principal variable affecting the base pressure for laminar flow was the ratio of boundary-layer thickness to trailing-edge thickness . for a few exceptional cases involving laminar flow to the trailing edge, the effects on base pressure of variations in profile shape, boattail angle, and angle of attack were found to be unusually large . in such cases the variation of base pressure with angle of attack was discontinuous and exhibited a hysteresis . stroboscopic schlieren observations at a mach number of 1.5 indicated that these apparently special phenomena were associated with a vortex trail of relatively high frequency .",experiment investig base pressur blunt trail edg wing superson veloc measur base pressur present 29 blunt trail edg wing aspect ratio variou airfoil profil differ profil compris thick ratio 05 10 boattail angl 20 ratio trail edg thick airfoil thick test conduct mach number 25 mach number reynold number angl attack vari lowest reynold number investig 10 highest 10 measur wing obtain separ turbul flow laminar flow boundari layer span wise survey base pressur conduct sever wing result turbul boundari layer flow show small effect base pressur variat reynold number airfoil profil shape boattail angl angl attack princip variabl affect base pressur turbul flow mach number highest mach number investig ratio boundari layer thick trail edg thick also affect base pressur significantli result obtain laminar boundari layer flow trail edg show effect reynold number base pressur larg except case effect base pressur variat angl attack profil shape upstream base appreci though larg princip variabl affect base pressur laminar flow ratio boundari layer thick trail edg thick except case involv laminar flow trail edg effect base pressur variat profil shape boattail angl angl attack found unusu larg case variat base pressur angl attack discontinu exhibit hysteresi stroboscop schlieren observ mach number indic appar special phenomena associ vortex trail rel high frequenc
190,on magnetohydrodynamic shock waves .,"on magnetohydrodynamic shock waves . in the earlier attempts at finding the jump conditions across a hydromagnetic shock wave (1, 2, 3) various simplifying assumptions regarding the shape of the shock and the dimensions and the character of the motion are made . from that analysis it is possible to write down the jump conditions in a higher degree of generality (4) . the shock conditions for magnetohydrodynamic flows can, however, be derived in their full generality with the help of the transport equation as used by thomas (5) in the derivation of shock conditions in conventional gas dynamics . the purposes of this paper are .. cover the present more general case . that every flow and field quantity downstream from the shock wave is expressible separately in terms of the known values of these quantities upstream from the shock wave . in this rearranged form of the equations, various effects of the shock wave can be easily read off . the shock conditions along the same lines as in conventional gas dynamics .",magnetohydrodynam shock wave earlier attempt find jump condit across hydromagnet shock wave variou simplifi assumpt regard shape shock dimens charact motion made analysi possibl write jump condit higher degre gener shock condit magnetohydrodynam flow howev deriv full gener help transport equat use thoma deriv shock condit convent ga dynam purpos paper cover present gener case everi flow field quantiti downstream shock wave express separ term known valu quantiti upstream shock wave rearrang form equat variou effect shock wave easili read shock condit along line convent ga dynam
191,a theory for the core of a leading edge vortex .,"a theory for the core of a leading edge vortex . in the flow past a slender delta wing at incidence can be observed a roughly axially symmetric core of spiralling fluid, formed by the rolling up of the shear layer that separates from a leading edge . the aim in this report is to predict the flow field within this vortex core, given appropriate conditions at its outside edge . the basic assumptions are core . in addition it is assumed that the flow is axially symmetric and incompressible . together, these admit outer and inner solutions for the core from the equations of motion . for the outer solution the sub-core is ignored, and the flow is taken to be inviscid (but rotational) and conical . the resulting solution consists of simple expressions for the velocity components and pressure . for the inner solution, which applies to the diffusive sub-core, the flow is taken to be laminar, and approximations, some based on the boundary conditions and some analogous to those of boundary layer theory, are made . the solution obtained in this case is a first approximation, and is presented in tabular form . a sample calculation yields results which are in good qualitative and fair quantitative agreement with experimental measurements .",theori core lead edg vortex flow past slender delta wing incid observ roughli axial symmetr core spiral fluid form roll shear layer separ lead edg aim report predict flow field within vortex core given appropri condit outsid edg basic assumpt core addit assum flow axial symmetr incompress togeth admit outer inner solut core equat motion outer solut sub core ignor flow taken inviscid rotat conic result solut consist simpl express veloc compon pressur inner solut appli diffus sub core flow taken laminar approxim base boundari condit analog boundari layer theori made solut obtain case first approxim present tabular form sampl calcul yield result good qualit fair quantit agreement experiment measur
192,on the hypersonic viscous flow past slender bodies of revolution .,"on the hypersonic viscous flow past slender bodies of revolution . a similar solution of the hypersonic viscous flow past slender bodies of revolution is deduced for a special case when the radial coordinate of the body surface at section x is proportional to x, where the radial coordinate have the comparable order value with the thickness of the boundary layer . here, /similar/ is used in the direct meaning that distributions in the boundary layer keep the similar form lengthwise . calculations are accomplished for the region of strong interaction between the boundary layer and the shock wave . from several calculations it may be expected that if the thickness of the body becomes small, the thickness of the layer in which the longitudinal velocity component u is rapidly decreased also becomes small, and in the major part of the boundary layer, only the normal component v is increased . further if the thickness of the body is increased, then, the height of the shock wave, the pressure on the wall, and the shear stress at the wall are also increased while the boundary layer thickness is decreased . the nose region is excluded by the reason that the ordinary boundary layer theory will be invalid there .",hyperson viscou flow past slender bodi revolut similar solut hyperson viscou flow past slender bodi revolut deduc special case radial coordin bodi surfac section proport radial coordin compar order valu thick boundari layer similar use direct mean distribut boundari layer keep similar form lengthwis calcul accomplish region strong interact boundari layer shock wave sever calcul may expect thick bodi becom small thick layer longitudin veloc compon rapidli decreas also becom small major part boundari layer normal compon increas thick bodi increas height shock wave pressur wall shear stress wall also increas boundari layer thick decreas nose region exclud reason ordinari boundari layer theori invalid
193,a study of inviscid flow about air foils at high supersonic speeds .,"a study of inviscid flow about air foils at high supersonic speeds . steady flow about curved airfoils at high supersonic speeds is investigated analyticially . with the assumption that air behaves as a diatomic gas, it is found the the shock-expansion method may be used to predict the flow about curved airfoils up to extremely high mach numbers, provided the flow deflection angles are not too close to those corresponding to shock detachment . this result applies not only to the determination of the surface pressure distribution, but also to the determination of the whole flow field about an airfoil . verification of this observation is obtained with the aid of the method of characteristics by extensive calculations of the pressure gradient and shock-wave curvature at the leading edge, and by calculations of the pressure distribution on a 10-percent-thick biconvex airfoil at 0 angle of attack . an approximation to the shock-expansion method for thin airfoils at high mach numbers is also investigated and is found to yield pressures in error by less than 10 percent at mach numbers above three and flow deflection angles up to 25 . this slender-airfoil method is relatively simple in form and thus may prove useful for some engineering purposes . effects of caloric imperfections of air manifest in disturbed flow fields at high mach numbers are investigated, particular attention being given to the reduction of the ratio of specific heats . so long as this ratio does not decrease appreciably below to include the effects of these imperfections, should be substantially as accurate as for ideal-gas flows . this observation is verfied with the aid of a generalized shock-expansion method and a generalized method of characteristics employed in forms applicable for local air temperatures up to about 5000 rankine . the slender-airfoil method is modified to employ an average value of the ratio of specific heats for a particular flow field . this simplified method has essentially the same accuracy for imperfect-gas flows as its counterpart has for ideal-gas flows . an approximate flow analysis is made at extremely high mach numbers where it is indicated that the ratio of specific heats may approach close to 1 . in this case, it is found that the shock-expansion method may be in considerable error,. however, the busemann method for the limit of infinite free-stream mach number and specific-heat ratio of 1 appears to apply with reasonable accuracy .",studi inviscid flow air foil high superson speed steadi flow curv airfoil high superson speed investig analytici assumpt air behav diatom ga found shock expans method may use predict flow curv airfoil extrem high mach number provid flow deflect angl close correspond shock detach result appli determin surfac pressur distribut also determin whole flow field airfoil verif observ obtain aid method characterist extens calcul pressur gradient shock wave curvatur lead edg calcul pressur distribut 10 percent thick biconvex airfoil angl attack approxim shock expans method thin airfoil high mach number also investig found yield pressur error less 10 percent mach number three flow deflect angl 25 slender airfoil method rel simpl form thu may prove use engin purpos effect calor imperfect air manifest disturb flow field high mach number investig particular attent given reduct ratio specif heat long ratio decreas appreci includ effect imperfect substanti accur ideal ga flow observ verfi aid gener shock expans method gener method characterist employ form applic local air temperatur 5000 rankin slender airfoil method modifi employ averag valu ratio specif heat particular flow field simplifi method essenti accuraci imperfect ga flow counterpart ideal ga flow approxim flow analysi made extrem high mach number indic ratio specif heat may approach close case found shock expans method may consider error howev busemann method limit infinit free stream mach number specif heat ratio appear appli reason accuraci
194,general theory of airfoil sections having arbitrary shape or pressure distribution .,"general theory of airfoil sections having arbitrary shape or pressure distribution . in this report a theory of thin airfoils of small camber is developed which permits either the velocity distribution corresponding to a given airfoil shape, or the airfoil shape corresponding to a given velocity distribution to be calculated . the procedures to be employed in these calculations are outlined and illustrated with suitable examples .",gener theori airfoil section arbitrari shape pressur distribut report theori thin airfoil small camber develop permit either veloc distribut correspond given airfoil shape airfoil shape correspond given veloc distribut calcul procedur employ calcul outlin illustr suitabl exampl
195,correlation of theoretical and photo-thermoelastic results on thermal stresses in idealized wing structure .,"correlation of theoretical and photo-thermoelastic results on thermal stresses in idealized wing structure . after a rather complete exploratory program described in previous papers, the photo-thermoelastic method was applied to the experimental evaluation of the thermal-stress theories . the new technique was correlated with several theories which analyzed the transient thermal stresses in idealized wing structures of high-speed aircraft . various theories were investigated which represented the same idealized wing models and differed from each other only in the simplifying assumptions regarding the temperature distributions in skin and webs . the theories were evaluated by duplicating the boundary and initial conditions on plastic models and then by correlating the theories with the observed fringe orders in nondimensional form . a significant general conclusion was reached after correlating the available theories and experimental results . owing to simplifying assumptions concerning the thermal behavior in the flanges, thermal stresses predicted by the available theories are all higher than the experimental observation . in some cases the discrepancy is as great as 30 per cent .",correl theoret photo thermoelast result thermal stress ideal wing structur rather complet exploratori program describ previou paper photo thermoelast method appli experiment evalu thermal stress theori new techniqu correl sever theori analyz transient thermal stress ideal wing structur high speed aircraft variou theori investig repres ideal wing model differ simplifi assumpt regard temperatur distribut skin web theori evalu duplic boundari initi condit plastic model correl theori observ fring order nondimension form signific gener conclus reach correl avail theori experiment result owe simplifi assumpt concern thermal behavior flang thermal stress predict avail theori higher experiment observ case discrep great 30 per cent
196,pressure distributions . axially symmetric bodies in oblique flow .,"pressure distributions . axially symmetric bodies in oblique flow . a simple picture, known from the work of i. lotz, of the flow over the forward part of a body of revolution in oblique flow is derived here from entirely elementary considerations . the pressure at any point of the (forward part of the) body at any angle of incidence depends on three parameters whose values vary along the body . the variation of these parameters along the body can be determined from a relatively small number of wind tunnel or water tunnel measurements . the necessary water tunnel measurements have been made for four axially symmetric head shapes . additional measurements have been made to illustrate the theoretical conclusions . the data for each head shape are adequate for a determination of the pressure coefficient at any point on the head shapes at any angle of incidence (up to 6, say) . in particular they can be used to determine the peak suction at any angle of incidence and so the conditions for the onset of cavitation on the head .",pressur distribut axial symmetr bodi obliqu flow simpl pictur known work lotz flow forward part bodi revolut obliqu flow deriv entir elementari consider pressur point forward part bodi angl incid depend three paramet whose valu vari along bodi variat paramet along bodi determin rel small number wind tunnel water tunnel measur necessari water tunnel measur made four axial symmetr head shape addit measur made illustr theoret conclus data head shape adequ determin pressur coeffici point head shape angl incid say particular use determin peak suction angl incid condit onset cavit head
197,pressure distributions on three bodies of revolution to determine the effect of reynolds number up to and including the transonic speed range .,pressure distributions on three bodies of revolution to determine the effect of reynolds number up to and including the transonic speed range . this paper presents the results of an investigation conducted in the langley 16-foot transonic tunnel to determine the effects of varying reynolds number on the pressure distribution on a transonic body of revolution at angles of attack through the transonic speed range . the effect of a change in sting cone angle on the pressure distributions and a comparison of experimental incremental pressures with theory is also included . the models were tested through a mach number range from 0.60 to 1.09 . the reynolds number range based on body length was from 9 x 10 to 39 x diameter was 1.3 x 10 to 4.53 x 10 for the model at 8 angle of attack . an increase in reynolds number from 9 x 10 to 39 x 10 affected the longitudinal pressure distributions very slightly . these effects were of such a nature as to cause an increase of 0.05 in the normal-force coefficient of the body when tested in the subcritical cross-flow reynolds number range . this increase is in agreement with theoretical approximations . a comparison between experimental and theoretical values of the incremental pressure coefficient due to angle of attack indicated good agreement except at angles where separated flow areas existed over the body . the effect of a change in sting-cone angle from 5 to 9 on the pressure distribution of the 120-inch model was negligible up to a mach number of 1.05 . at this mach number the effect was to cause a small increase in the velocity over the rear of the body .,pressur distribut three bodi revolut determin effect reynold number includ transon speed rang paper present result investig conduct langley 16 foot transon tunnel determin effect vari reynold number pressur distribut transon bodi revolut angl attack transon speed rang effect chang sting cone angl pressur distribut comparison experiment increment pressur theori also includ model test mach number rang 60 09 reynold number rang base bodi length 10 39 diamet 10 53 10 model angl attack increas reynold number 10 39 10 affect longitudin pressur distribut slightli effect natur caus increas 05 normal forc coeffici bodi test subcrit cross flow reynold number rang increas agreement theoret approxim comparison experiment theoret valu increment pressur coeffici due angl attack indic good agreement except angl separ flow area exist bodi effect chang sting cone angl pressur distribut 120 inch model neglig mach number 05 mach number effect caus small increas veloc rear bodi
198,investigation of a systematic group of naca 1 - series cowlings with and without spinners .,"investigation of a systematic group of naca 1 - series cowlings with and without spinners . an investigation has been conducted in the langley propeller-research tunnel to study cowling-spinner combinations based on the naca 1-series nose inlets and to obtain systematic design data for one family of approximately ellipsoidal spinners . in the main part of the investigation, 11 of the related spinners were tested in various combinations with 9 naca open-nose cowlings, which were also tested without spinners . the effects of location and shape of the spinner, shape of the inner surface of the cowling lip, and operation of a propeller having approximately oval shanks were investigated briefly . in addition, a study was conducted to determine the correct procedure for extrapolating design conditions determined from the low-speed test data to the design conditions at the actual flight mach number . the design conditions for the naca 1-series cowlings and cowling-spinner combinations are presented in the form of charts from which, for wide ranges of spinner proportions and rates of internal flow, cowlings with near-maximum pressure recovery can be selected for critical mach numbers ranging from spinners and the effects of the spinners and the propeller on the cowling design conditions are presented separately to provide initial quantitative data for use in a general design procedure through which naca 1-series cowlings can be selected for use with spinners of other shapes . by use of this general design procedure, correlation curves established from the test data, and derived compressible-flow equations relating the inlet-velocity ratio to the surface pressures on the cowling and spinner, naca 1-series cowlings and cowling-spinner combinations can be designed for critical mach numbers as high as 0.90 .",investig systemat group naca seri cowl without spinner investig conduct langley propel research tunnel studi cowl spinner combin base naca seri nose inlet obtain systemat design data one famili approxim ellipsoid spinner main part investig 11 relat spinner test variou combin naca open nose cowl also test without spinner effect locat shape spinner shape inner surfac cowl lip oper propel approxim oval shank investig briefli addit studi conduct determin correct procedur extrapol design condit determin low speed test data design condit actual flight mach number design condit naca seri cowl cowl spinner combin present form chart wide rang spinner proport rate intern flow cowl near maximum pressur recoveri select critic mach number rang spinner effect spinner propel cowl design condit present separ provid initi quantit data use gener design procedur naca seri cowl select use spinner shape use gener design procedur correl curv establish test data deriv compress flow equat relat inlet veloc ratio surfac pressur cowl spinner naca seri cowl cowl spinner combin design critic mach number high 90
199,measurement of two dimensional derivatives on a wing-aileron-tab system .,"measurement of two dimensional derivatives on a wing-aileron-tab system . measurements have been made of the direct two-dimensional damping and stiffness derivatives for a in incompressible flow . corrections arising from the apparatus are discussed and reference is made to an attempt to measure the direct tab derivatives . the effects are shown of frequency parameter, amplitude of oscillation, reynolds number, aileron angle and position of transition on the wing . variation with frequency parameter is substantially the same as for vortex-sheet theory and variation of amplitude produces little change in both derivatives . at the lowest reynolds number there is little change in both derivatives with variation of aileron angle for the condition of natural transition, but at higher reynolds numbers the stiffness derivatives increase at . a forward movement of transition reduces the stiffness derivatives at the smaller aileron angles, but at, at the lowest reynolds number, an increase results . similar trends are observed for the damping derivatives above . comparison with vortex-sheet theory shows that the measured values of the stiffness and damping derivatives are approximately 0.6 of the theoretical values . measurements have been made of the direct tab derivatives and cross aileron-tab derivatives for a per cent aileron and 4 per cent (approx.) tab . in addition some measurements of the direct aileron derivatives have been made for comparison with earlier results together with a number of static derivatives for the wing and controls . the influence is shown of frequency parameter, reynolds number, position of transition, mean tab angle and sealing of the control hinge gaps . some tests have been made with the ailcron set at minus 8 deg and the tab at plus 12 deg for which condition the hinge moment on the aileron was zero . reasonable agreement with the values given by the /equivalent profile/ theory is shown for both direct damping derivatives and for the direct tab stiffness derivative . the direct aileron stiffness derivative shows some departure from the theoretical value when . at and the natural transition, comparison with the values given by flat-plate theory gives the following approximate factors, where suffix denotes the theoretical values ..",measur two dimension deriv wing aileron tab system measur made direct two dimension damp stiff deriv incompress flow correct aris apparatu discuss refer made attempt measur direct tab deriv effect shown frequenc paramet amplitud oscil reynold number aileron angl posit transit wing variat frequenc paramet substanti vortex sheet theori variat amplitud produc littl chang deriv lowest reynold number littl chang deriv variat aileron angl condit natur transit higher reynold number stiff deriv increas forward movement transit reduc stiff deriv smaller aileron angl lowest reynold number increas result similar trend observ damp deriv comparison vortex sheet theori show measur valu stiff damp deriv approxim theoret valu measur made direct tab deriv cross aileron tab deriv per cent aileron per cent approx tab addit measur direct aileron deriv made comparison earlier result togeth number static deriv wing control influenc shown frequenc paramet reynold number posit transit mean tab angl seal control hing gap test made ailcron set minu deg tab plu 12 deg condit hing moment aileron zero reason agreement valu given equival profil theori shown direct damp deriv direct tab stiff deriv direct aileron stiff deriv show departur theoret valu natur transit comparison valu given flat plate theori give follow approxim factor suffix denot theoret valu
200,calculation of derivatives for a cropped delta wing with subsonic leading edges oscillating in a supersonic airstream .,"calculation of derivatives for a cropped delta wing with subsonic leading edges oscillating in a supersonic airstream . the lift, pitching moment and full-span constant-chord control hinge-moment are derived for a cropped delta wing describing harmonic plunging and pitching oscillations of small amplitude and low-frequency parameter in a supersonic air stream . it is assumed that (a) the wing has subsonic leading edges, (b) the wing is sufficiently thin and the mach number sufficiently supersonic to permit the use of linearised theory . expressions for the various derivative coefficients are obtained for a particular delta wing of aspect ratio 1.8 and taper ratio these are avaluated and tabulated for mach numbers 1.1, 1.15, 1.2, 1.3, 1.4, 1.5, 1.6 and 1.944 .",calcul deriv crop delta wing subson lead edg oscil superson airstream lift pitch moment full span constant chord control hing moment deriv crop delta wing describ harmon plung pitch oscil small amplitud low frequenc paramet superson air stream assum wing subson lead edg wing suffici thin mach number suffici superson permit use linearis theori express variou deriv coeffici obtain particular delta wing aspect ratio taper ratio avalu tabul mach number 15 944
201,supersonic flow past oscillating airfoils including nonlinear thickness effects .,"supersonic flow past oscillating airfoils including nonlinear thickness effects . a solution to second order in thickness is derived for harmonically oscillating two-dimensional airfoils in supersonic flow . for slow oscillations of an arbitrary profile, the result is found as a series including the third power of frequency . for arbitrary frequencies, the method of solution for any specific profile is indicated, and the explicit solution derived for a single wedge . nonlinear thickness effects are found generally to reduce the torsional damping, and so to enlarge the range of mach numbers within which torsional instability is possible . this destabilizing effect varies only slightly with frequency in the range involved in dynamic stability analysis, but may reverse to a stabilizing effect at high flutter frequencies . comparison with a previous solution exact in thickness suggests that nonlinear effects of higher than second order are practically negligible . the analysis utilizes a smoothing technique that replaces the actural problem by one involving no kinked streamlines . this stratagem eliminates all consideration of shock waves from the analysis, yet yields the correct solution for problems that actually contain shock waves .",superson flow past oscil airfoil includ nonlinear thick effect solut second order thick deriv harmon oscil two dimension airfoil superson flow slow oscil arbitrari profil result found seri includ third power frequenc arbitrari frequenc method solut specif profil indic explicit solut deriv singl wedg nonlinear thick effect found gener reduc torsion damp enlarg rang mach number within torsion instabl possibl destabil effect vari slightli frequenc rang involv dynam stabil analysi may revers stabil effect high flutter frequenc comparison previou solut exact thick suggest nonlinear effect higher second order practic neglig analysi util smooth techniqu replac actur problem one involv kink streamlin stratagem elimin consider shock wave analysi yet yield correct solut problem actual contain shock wave
202,aircraft flutter .,"aircraft flutter . the term flutter is used here to denote maintained or violent oscillations of a structure due to aerodynamic forces acting in conjunction with both elastic and inertial forces . attention is restricted to this particular branch of the more general field of aeroelasticity, which embraces buffeting, divergence, and reversal of control, as well as flutter,. airscrew flutter is not specifically considered . the monograph is divided into three main parts, each of which has been made self-contained for the convenience of readers . in the first part, general methods for the investigation of aircraft flutter, by theoretical analysis and by experiments on flutter models, are set out and discussed . a detailed account of the aerodynamic theory of wings in non-uniform motion is not included, since this has already been provided elsewhere, but methods for the evaluation of the aerodynamic forces required in a theoretical flutter analysis are logically developed, and a bibliography of researches on the aerodynamic theory is given in the appendix . investigations on specific types of aircraft flutter--namely wing flutter, control surface flutter, and tab flutter--are discussed in part these various types of flutter are considered, but the practical details of flutter-prevention devices are omitted . finally, in part 3, methods for the experimental determination of airloads on oscillating aerofoil systems are described, and available airload measurements are analysed and compared with theoretical results . an attempt has been made to refer in the text to all relevant british work reported by the early part of 1947 . foreign work has been mentioned in parts 1 and 2 only where necessary for the sake of completeness, but in part 3 and the appendix all relevant foreign references known to the author have been included . matrix notation has been used for the theoretical treatment in part 1, but otherwise its use has been avoided .",aircraft flutter term flutter use denot maintain violent oscil structur due aerodynam forc act conjunct elast inerti forc attent restrict particular branch gener field aeroelast embrac buffet diverg revers control well flutter airscrew flutter specif consid monograph divid three main part made self contain conveni reader first part gener method investig aircraft flutter theoret analysi experi flutter model set discuss detail account aerodynam theori wing non uniform motion includ sinc alreadi provid elsewher method evalu aerodynam forc requir theoret flutter analysi logic develop bibliographi research aerodynam theori given appendix investig specif type aircraft flutter name wing flutter control surfac flutter tab flutter discuss part variou type flutter consid practic detail flutter prevent devic omit final part method experiment determin airload oscil aerofoil system describ avail airload measur analys compar theoret result attempt made refer text relev british work report earli part 1947 foreign work mention part necessari sake complet part appendix relev foreign refer known author includ matrix notat use theoret treatment part otherwis use avoid
203,calculated velocity distributions and force derivatives for a series of high-speed aerofoils .,"calculated velocity distributions and force derivatives for a series of high-speed aerofoils . the polygon method of woods is used to calculate the velocity distribution over a number of two-dimensional aerofoils at low incidence, subcritical flows only being considered . lift slopes and aerodynamic centres at zero lift are also calculated . some comparisons with experimental results are made, and these show good agreement at zero incidence .",calcul veloc distribut forc deriv seri high speed aerofoil polygon method wood use calcul veloc distribut number two dimension aerofoil low incid subcrit flow consid lift slope aerodynam centr zero lift also calcul comparison experiment result made show good agreement zero incid
204,a study of the application of airfoil section data to the estimation of the high subsonic speed characteristics of swept wings .,"a study of the application of airfoil section data to the estimation of the high subsonic speed characteristics of swept wings . estimates of the variation with mach number of the aerodynamic characteristics of swept wings are made on the basis of airfoil section data combined with span-loading theory . the analysis deals with examinations of some 26 wings and wing-body combinations ranging in sweep angle from 30 to 60 and for mach numbers between 0.6 and 1.0 . results of the study indicate that the two-dimensional section data afford good qualitative information for such high-speed aerodynamic characteristics as the variation with mach number of drag, zero-lift pitching-moment coefficient, and lift coefficient for flow separation . quantitative estimates of the force and moment divergence mach numbers could not be made with any degree of certainty from the airfoil data alone . somewhat improved quantitative estimates for a given configuration were obtainable by basing the estimates on the measured characteristics for a wing of similar plan form but different section, and adjusting for the effects of differences in section on the basis of section data .",studi applic airfoil section data estim high subson speed characterist swept wing estim variat mach number aerodynam characterist swept wing made basi airfoil section data combin span load theori analysi deal examin 26 wing wing bodi combin rang sweep angl 30 60 mach number result studi indic two dimension section data afford good qualit inform high speed aerodynam characterist variat mach number drag zero lift pitch moment coeffici lift coeffici flow separ quantit estim forc moment diverg mach number could made degre certainti airfoil data alon somewhat improv quantit estim given configur obtain base estim measur characterist wing similar plan form differ section adjust effect differ section basi section data
205,a correlation of airfoil section data with the aerodynamic loads measured on a 45 sweptback wing at subsonic mach numbers .,"a correlation of airfoil section data with the aerodynamic loads measured on a 45 sweptback wing at subsonic mach numbers . an investigation has been made of the possibility of correlating airfoil section data with measured pressure distributions over a 45 sweptback wing in the mach number range from 0.50 to 0.95 at a free-stream reynolds number of approximately 2 million . the wing had an aspect ratio of 5.5, a taper ratio of 0.53, naca 64a010 sections normal to the quarterchord line, and was mounted on a slender body of revolution . at mach numbers of 0.85 and below, and for wing normal-force coefficients below the maximum normal-force coefficient for an infinite-aspect-ratio wing yawed 45 to the flow (derived from airfoil section data by simple sweep relations), good correlation was obtained over most of the wing between wing-section and two-dimensional-airfoil pressure distributions . for greater normal-force coefficients lateral boundary-layer flow permitted the inboard wing sections to rise to high maximum section normal-force coefficients . the effectiveness of this lateral boundary-layer flow disappeared towards the tip . for all mach numbers, the influence of plan-form effects on the pressure distributions limited the quality of the correlation at the 20- and 95-percent-semispan stations . above a mach number of about 0.85 the shock waves originating at the juncture of the body and the wing trailing edge spread over the span, preventing further application of two-dimensional data . the spanwise load distributions at moderate normal-force coefficients could be predicted from span-loading theory for the entire mach number range of the tests .",correl airfoil section data aerodynam load measur 45 sweptback wing subson mach number investig made possibl correl airfoil section data measur pressur distribut 45 sweptback wing mach number rang 50 95 free stream reynold number approxim million wing aspect ratio taper ratio 53 naca 64a010 section normal quarterchord line mount slender bodi revolut mach number 85 wing normal forc coeffici maximum normal forc coeffici infinit aspect ratio wing yaw 45 flow deriv airfoil section data simpl sweep relat good correl obtain wing wing section two dimension airfoil pressur distribut greater normal forc coeffici later boundari layer flow permit inboard wing section rise high maximum section normal forc coeffici effect later boundari layer flow disappear toward tip mach number influenc plan form effect pressur distribut limit qualiti correl 20 95 percent semispan station mach number 85 shock wave origin junctur bodi wing trail edg spread span prevent applic two dimension data spanwis load distribut moder normal forc coeffici could predict span load theori entir mach number rang test
206,the applications of the polygon method to the calculation of the compressible subsonic flow round two-dimensional profiles .,"the applications of the polygon method to the calculation of the compressible subsonic flow round two-dimensional profiles . this paper sets out the method now used by the author of applying the polygon method to the calculation of the compressible subsonic flow round two-dimensional aerofoils . tables have been constructed which can be used for all aerofoil shapes, putting the polygon method on the same footing numerically as goldstein's method has the advantage over approximation 3 that it can be applied in the following cases which are beyond the scope of goldstein's method .. conventional aerofoils, (b) the low-speed flow about very thick aerofoils, e.g., in reference 3 it is applied to circular cylinders, (c) the flow about symmetric aerofoils between either straight or constant pressure walls, (d) flow in asymmetric channels, and (e) more difficult problems of the flow about aerofoils in the presence of one or two constraining walls (to be published) . a method of calculating lift and moment coefficients, and their rates of change with incidence (a) is also given in the paper . as an example the velocity distribution and the rates of change of the lift and moment coefficients with a are calculated for the aerofoil r.a.e.104 at values of m (mach number at infinity) of 0, and 0.7, for various values of the incidence, a . the velocity distributions for zero incidence are found to be in fair agreement with the corresponding experimental results . the results at incidence are in satisfactory agreement with the experimental results, not for the same incidence, but for the same lift coefficient . it is found, for example, that at m = 0.7 the theory for a = 0.8 agrees best with experiment for a = 1.0, when the lift coefficients are approximately the same .",applic polygon method calcul compress subson flow round two dimension profil paper set method use author appli polygon method calcul compress subson flow round two dimension aerofoil tabl construct use aerofoil shape put polygon method foot numer goldstein method advantag approxim appli follow case beyond scope goldstein method convent aerofoil low speed flow thick aerofoil refer appli circular cylind flow symmetr aerofoil either straight constant pressur wall flow asymmetr channel difficult problem flow aerofoil presenc one two constrain wall publish method calcul lift moment coeffici rate chang incid also given paper exampl veloc distribut rate chang lift moment coeffici calcul aerofoil 104 valu mach number infin variou valu incid veloc distribut zero incid found fair agreement correspond experiment result result incid satisfactori agreement experiment result incid lift coeffici found exampl theori agre best experi lift coeffici approxim
